Run,Assay Type,BioProject,BioSample,Center Name,collecting_institution,Collection_Date,collector_name,Consent,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,Experiment,External_Id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(region_and_locality),host_health_state,host_scientific_name,host_sex,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,sample_capture_status,Sample Name,Sample_Name,SRA_accession,SRA Study,Submitter_Id,Title,host_subject_id,AssemblyName,AvgSpotLen,Bases,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region
ERR5699487,AMPLICON,PRJEB43269,SAMEA8498296,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414900,SAMEA8498296,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:56Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498296,cov-20210322v4g7,ERS6183116,ERP127218,cov-20210322v4g7,SARS-Cov2 Haut-de-France samples,250321-362,,,,,,,
ERR5699495,AMPLICON,PRJEB43269,SAMEA8498304,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414908,SAMEA8498304,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:57Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498304,cov-20210322v4h3,ERS6183124,ERP127218,cov-20210322v4h3,SARS-Cov2 Haut-de-France samples,250321-370,,,,,,,
ERR5699497,AMPLICON,PRJEB43269,SAMEA8498306,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414910,SAMEA8498306,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:57Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498306,cov-20210322v4h5,ERS6183126,ERP127218,cov-20210322v4h5,SARS-Cov2 Haut-de-France samples,250321-372,,,,,,,
ERR5699500,AMPLICON,PRJEB43269,SAMEA8498309,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-25,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-04-01,ERX5414913,SAMEA8498309,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:40Z,2021-04-01T13:38:57Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8498309,cov-20210322v4h8,ERS6183129,ERP127218,cov-20210322v4h8,SARS-Cov2 Haut-de-France samples,250321-375,,,,,,,
ERR5384559,AMPLICON,PRJEB43269,SAMEA8158173,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169500,SAMEA8158173,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158173,cov-100001684147,ERS5844941,ERP127218,cov-100001684147,SARS-Cov2 Haut-de-France samples,220221-31,assembly,71,84383324,14539818,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384581,AMPLICON,PRJEB43269,SAMEA8158195,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169522,SAMEA8158195,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158195,cov-100001696346,ERS5844963,ERP127218,cov-100001696346,SARS-Cov2 Haut-de-France samples,220221-53,assembly,70,70964295,12053103,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384561,AMPLICON,PRJEB43269,SAMEA8158175,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169502,SAMEA8158175,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158175,cov-100001691163,ERS5844943,ERP127218,cov-100001691163,SARS-Cov2 Haut-de-France samples,220221-33,assembly,70,71152406,13736045,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384605,AMPLICON,PRJEB43269,SAMEA8158219,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169546,SAMEA8158219,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158219,cov-100001698474,ERS5844987,ERP127218,cov-100001698474,SARS-Cov2 Haut-de-France samples,220221-77,assembly,71,88242538,16882868,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384617,AMPLICON,PRJEB43269,SAMEA8158231,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169558,SAMEA8158231,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158231,cov-100001699048,ERS5844999,ERP127218,cov-100001699048,SARS-Cov2 Haut-de-France samples,220221-89,assembly,71,82217374,13686228,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384621,AMPLICON,PRJEB43269,SAMEA8158235,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169562,SAMEA8158235,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158235,cov-100001691260,ERS5845003,ERP127218,cov-100001691260,SARS-Cov2 Haut-de-France samples,220221-93,assembly,71,67200160,11492146,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384626,AMPLICON,PRJEB43269,SAMEA8158240,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169567,SAMEA8158240,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158240,cov-100001685513,ERS5845008,ERP127218,cov-100001685513,SARS-Cov2 Haut-de-France samples,220221-98,assembly,70,90709507,15441899,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384639,AMPLICON,PRJEB43269,SAMEA8158253,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169580,SAMEA8158253,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:18Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158253,cov-100001691263,ERS5845021,ERP127218,cov-100001691263,SARS-Cov2 Haut-de-France samples,220221-111,assembly,71,88217987,14499681,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384647,AMPLICON,PRJEB43269,SAMEA8158261,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169588,SAMEA8158261,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:18Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158261,cov-100001701757,ERS5845029,ERP127218,cov-100001701757,SARS-Cov2 Haut-de-France samples,220221-119,assembly,70,79631479,13840711,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384650,AMPLICON,PRJEB43269,SAMEA8158264,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169591,SAMEA8158264,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:18Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158264,cov-100001689733,ERS5845032,ERP127218,cov-100001689733,SARS-Cov2 Haut-de-France samples,220221-122,assembly,71,89810081,15699100,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384662,AMPLICON,PRJEB43269,SAMEA8158276,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169603,SAMEA8158276,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:18Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158276,cov-100001689813,ERS5845044,ERP127218,cov-100001689813,SARS-Cov2 Haut-de-France samples,220221-134,assembly,71,84425211,14600708,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384664,AMPLICON,PRJEB43269,SAMEA8158278,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169605,SAMEA8158278,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:18Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158278,cov-100001693768,ERS5845046,ERP127218,cov-100001693768,SARS-Cov2 Haut-de-France samples,220221-136,assembly,71,87404410,14768964,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384666,AMPLICON,PRJEB43269,SAMEA8158280,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169607,SAMEA8158280,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:18Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158280,cov-881046350296,ERS5845048,ERP127218,cov-881046350296,SARS-Cov2 Haut-de-France samples,220221-138,assembly,70,95684010,16331087,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384675,AMPLICON,PRJEB43269,SAMEA8158289,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169616,SAMEA8158289,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:18Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158289,cov-100001691269,ERS5845057,ERP127218,cov-100001691269,SARS-Cov2 Haut-de-France samples,220221-147,assembly,71,90524360,14838103,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384625,AMPLICON,PRJEB43269,SAMEA8158239,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169566,SAMEA8158239,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158239,cov-100001684843,ERS5845007,ERP127218,cov-100001684843,SARS-Cov2 Haut-de-France samples,220221-97,assembly,70,81063861,13863101,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384659,AMPLICON,PRJEB43269,SAMEA8158273,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169600,SAMEA8158273,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:18Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158273,cov-100001701918,ERS5845041,ERP127218,cov-100001701918,SARS-Cov2 Haut-de-France samples,220221-131,assembly,70,71037610,11881353,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5349055,AMPLICON,PRJEB43269,SAMEA8124947,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-13,not provided,public,2021-04-22,2021-04-22,2021-02-23,2021-02-23,ERX5137431,SAMEA8124947,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:26:51Z,2021-02-23T16:29:50Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8124947,cov-100001616656,ERS5811920,ERP127218,cov-100001616656,SARS-Cov2 Haut-de-France samples,,assembly,70,292917066,59072451,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384609,AMPLICON,PRJEB43269,SAMEA8158223,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169550,SAMEA8158223,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158223,cov-100001691258,ERS5844991,ERP127218,cov-100001691258,SARS-Cov2 Haut-de-France samples,220221-81,assembly,70,69409929,11481372,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384624,AMPLICON,PRJEB43269,SAMEA8158238,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169565,SAMEA8158238,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158238,cov-881046350101,ERS5845006,ERP127218,cov-881046350101,SARS-Cov2 Haut-de-France samples,220221-96,assembly,71,60732371,10283293,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5698616,AMPLICON,PRJEB43269,SAMEA8238946,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414029,SAMEA8238946,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:04:54Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8238946,cov-100001684523,ERS5925217,ERP127218,cov-100001684523,SARS-Cov2 Haut-de-France samples,120321-22,assembly,71,78551866,14127266,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384576,AMPLICON,PRJEB43269,SAMEA8158190,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169517,SAMEA8158190,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158190,cov-881046170374,ERS5844958,ERP127218,cov-881046170374,SARS-Cov2 Haut-de-France samples,220221-48,assembly,71,83431336,13738189,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384598,AMPLICON,PRJEB43269,SAMEA8158212,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169539,SAMEA8158212,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158212,cov-100001691283,ERS5844980,ERP127218,cov-100001691283,SARS-Cov2 Haut-de-France samples,220221-70,assembly,71,90025423,14548804,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384602,AMPLICON,PRJEB43269,SAMEA8158216,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169543,SAMEA8158216,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158216,cov-100001685223,ERS5844984,ERP127218,cov-100001685223,SARS-Cov2 Haut-de-France samples,220221-74,assembly,70,80779058,15270724,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384642,AMPLICON,PRJEB43269,SAMEA8158256,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169583,SAMEA8158256,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:18Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158256,cov-881046350281,ERS5845024,ERP127218,cov-881046350281,SARS-Cov2 Haut-de-France samples,220221-114,assembly,70,105500820,18372477,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384680,AMPLICON,PRJEB43269,SAMEA8158294,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169621,SAMEA8158294,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:18Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158294,cov-100001691103,ERS5845062,ERP127218,cov-100001691103,SARS-Cov2 Haut-de-France samples,220221-152,assembly,71,69253387,12449680,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384622,AMPLICON,PRJEB43269,SAMEA8158236,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169563,SAMEA8158236,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:17Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158236,cov-100001691294,ERS5845004,ERP127218,cov-100001691294,SARS-Cov2 Haut-de-France samples,220221-94,assembly,71,84823628,14674966,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384640,AMPLICON,PRJEB43269,SAMEA8158254,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169581,SAMEA8158254,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:18Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158254,cov-100001691313,ERS5845022,ERP127218,cov-100001691313,SARS-Cov2 Haut-de-France samples,220221-112,assembly,71,56575806,9631359,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384667,AMPLICON,PRJEB43269,SAMEA8158281,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169608,SAMEA8158281,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:18Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158281,cov-100001685031,ERS5845049,ERP127218,cov-100001685031,SARS-Cov2 Haut-de-France samples,220221-139,assembly,70,76468205,13500058,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5384684,AMPLICON,PRJEB43269,SAMEA8158298,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169625,SAMEA8158298,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:18Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158298,cov-881046350340,ERS5845066,ERP127218,cov-881046350340,SARS-Cov2 Haut-de-France samples,220221-156,assembly,70,77252391,15292812,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
ERR5698605,AMPLICON,PRJEB43269,SAMEA8238935,UMR 1283/8199,"Synlab\, Haut-de-France",2021-03-12,not provided,public,2021-04-22,2021-04-22,2021-04-12,2021-03-12,ERX5414018,SAMEA8238935,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:38Z,2021-03-12T16:04:54Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8238935,cov-100001698780,ERS5925206,ERP127218,cov-100001698780,SARS-Cov2 Haut-de-France samples,120321-11,assembly,70,85004512,14920701,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1"
